2597551,1011,4,2004-03-11
2597551,1035,4,2004-05-22
2597551,1046,4,2004-05-06
2597551,1102,4,2004-03-01
2597551,1110,5,2004-05-22
2597551,1144,5,2004-11-24
2597551,1145,4,2004-03-01
2597551,1180,4,2004-03-01
2597551,1202,2,2004-03-01
2597551,1220,5,2004-10-04
2597551,1221,3,2004-05-05
2597551,1224,4,2004-03-16
2597551,1255,2,2004-03-03
2597551,1289,3,2004-03-03
2597551,1307,5,2004-03-16
2597551,1314,4,2004-03-01
2597551,1406,4,2004-03-01
2597551,1425,4,2005-08-11
2597551,1428,4,2004-03-01
2597551,1467,5,2004-03-16
2597551,1507,4,2004-03-01
2597551,1542,5,2004-03-01
2597551,1571,4,2004-03-01
2597551,1578,4,2004-03-16
2597551,1585,3,2005-06-28
2597551,1637,5,2004-03-01
2597551,1642,4,2004-05-05
2597551,1645,4,2004-03-16
2597551,1650,3,2004-03-01
2597551,1661,4,2004-08-04
2597551,1703,5,2004-03-16
2597551,1704,5,2004-11-24
2597551,1744,4,2004-03-01
2597551,1754,4,2005-10-17
2597551,1783,4,2004-09-12
2597551,1798,4,2004-03-01
2597551,1799,3,2004-03-01
2597551,1810,4,2004-05-22
2597551,1832,4,2004-03-01
2597551,1843,4,2004-05-06
2597551,1865,3,2005-08-13
2597551,1884,4,2004-08-04
2597551,1901,3,2004-11-24
2597551,1905,5,2004-08-12
2597551,1962,5,2004-06-17
2597551,1972,4,2004-11-24
2597551,1975,3,2004-03-01
2597551,2000,4,2004-03-03
2597551,2009,3,2005-06-28
2597551,2072,3,2004-03-01
2597551,2095,5,2004-03-01
2597551,2112,4,2005-06-04
2597551,2113,4,2004-03-01
2597551,2122,2,2004-03-01
2597551,2139,3,2004-03-01
2597551,2152,5,2004-03-01
2597551,2171,5,2004-05-05
2597551,2186,4,2004-03-11
2597551,2188,4,2004-05-05
2597551,2200,4,2004-05-06
2597551,2209,4,2004-03-01
2597551,2251,4,2005-02-28
2597551,2282,4,2005-10-17
2597551,2290,5,2004-11-24
2597551,2314,3,2004-11-24
2597551,2340,3,2004-09-12
2597551,2342,3,2005-04-30
2597551,2352,4,2004-05-22
2597551,2360,5,2004-03-16
2597551,2395,3,2004-03-16
2597551,2452,5,2004-03-01
2597551,2456,4,2004-03-01
2597551,2462,4,2004-03-01
2597551,2499,4,2004-03-01
2597551,2554,3,2004-03-16
2597551,2577,5,2004-08-04
2597551,2580,5,2004-03-11
2597551,2594,4,2004-03-01
2597551,2595,5,2005-10-17
2597551,2612,4,2004-03-01
2597551,2617,4,2004-03-01
2597551,2660,5,2004-03-03
2597551,2675,3,2004-06-04
2597551,2699,4,2004-03-20
2597551,2735,5,2004-12-15
2597551,2755,4,2004-06-04
2597551,2757,3,2004-05-22
2597551,2782,4,2004-03-16
2597551,2800,4,2004-03-01
2597551,2834,4,2004-09-12
2597551,2851,3,2004-11-24
2597551,2862,5,2004-03-16
2597551,2865,4,2004-03-01
2597551,2866,5,2004-11-24
2597551,2873,4,2004-03-16
2597551,2874,4,2005-01-08
2597551,2890,5,2004-03-01
2597551,2945,3,2004-05-05
2597551,2950,3,2005-07-10
2597551,2953,4,2004-03-01
2597551,2992,5,2005-07-10
2597551,3015,3,2005-10-17
2597551,3017,4,2005-10-17
2597551,3078,3,2004-03-16
2597551,3079,5,2004-05-05
2597551,3098,4,2004-09-12
2597551,3106,5,2004-03-01
2597551,3124,5,2004-06-27
2597551,3148,4,2004-11-24
2597551,3165,3,2004-03-01
2597551,3197,4,2005-04-30
2597551,3198,3,2004-03-01
2597551,3222,4,2004-05-22
2597551,3290,5,2005-05-04
2597551,3306,4,2004-03-01
2597551,3309,3,2004-06-25
2597551,3320,3,2004-07-06
2597551,3333,3,2005-04-11
2597551,3414,4,2004-03-16
2597551,3418,4,2004-03-01
2597551,3422,4,2004-03-01
2597551,3427,3,2005-05-04
2597551,3433,4,2004-03-16
2597551,3489,4,2005-05-04
2597551,3535,5,2004-08-04
2597551,3538,4,2004-09-12
2597551,3579,4,2004-11-24
2597551,3587,4,2004-09-12
2597551,3605,5,2004-03-01
2597551,3610,4,2004-03-16
2597551,3611,3,2004-11-24
2597551,3617,3,2004-03-01
2597551,3624,4,2004-06-27
2597551,3638,4,2004-03-03
2597551,3650,5,2004-03-16
2597551,3684,4,2004-03-01
2597551,3715,4,2005-05-04
2597551,3725,4,2004-05-22
2597551,3730,4,2004-11-24
2597551,3766,3,2004-03-01
2597551,3782,4,2004-03-03
2597551,3825,5,2004-03-01
2597551,3840,3,2004-05-05
2597551,3890,4,2004-12-12
2597551,3893,3,2005-05-04
2597551,3894,5,2005-03-16
2597551,3905,4,2004-03-01
2597551,3907,4,2004-06-27
2597551,3920,3,2004-05-22
2597551,3921,4,2004-03-01
2597551,3936,3,2004-03-01
2597551,3938,5,2005-03-06
2597551,3942,3,2004-03-16
2597551,3962,5,2004-03-01
2597551,4043,4,2004-03-01
2597551,4100,4,2004-03-01
2597551,4123,4,2004-03-01
2597551,4135,5,2004-03-16
2597551,4141,4,2004-05-05
2597551,4147,4,2004-03-16
2597551,4157,4,2004-03-01
2597551,4179,5,2004-06-04
2597551,4227,3,2004-05-05
2597551,4256,4,2004-03-11
2597551,4266,5,2004-09-12
2597551,4269,3,2004-03-01
2597551,4302,5,2004-03-01
2597551,4306,5,2004-03-16
2597551,4330,4,2004-03-01
2597551,4346,3,2004-05-22
2597551,4356,3,2004-03-01
2597551,4369,3,2004-05-22
2597551,4380,4,2004-05-22
2597551,4389,4,2005-02-25
2597551,4402,5,2004-06-04
2597551,4420,4,2004-10-07
2597551,4432,5,2004-08-03
2597551,4472,3,2004-11-30
1639792,3,1,2003-02-12
1639792,7,1,2002-04-05
1639792,10,1,2002-12-02
1639792,11,1,2003-05-25
1639792,12,1,2002-04-10
1639792,15,1,2003-05-25
1639792,16,1,2002-07-31
1639792,19,1,2002-07-03
1639792,23,1,2002-04-03
1639792,24,1,2002-08-31
1639792,29,3,2002-03-15
1639792,30,3,2004-12-25
1639792,31,1,2002-03-14
1639792,35,1,2003-02-12
1639792,36,1,2003-06-24
1639792,39,1,2002-08-08
1639792,41,1,2002-04-12
1639792,43,1,2002-04-05
1639792,44,1,2002-03-30
1639792,45,1,2002-12-02
1639792,46,1,2002-03-30
1639792,47,1,2002-03-14
1639792,48,1,2002-05-02
1639792,50,1,2002-03-30
1639792,55,1,2003-04-01
1639792,57,4,2002-03-18
1639792,58,1,2004-09-04
1639792,60,1,2002-05-31
1639792,61,1,2002-04-03
1639792,62,1,2003-08-31
1639792,64,1,2002-06-20
1639792,67,1,2002-08-23
1639792,70,1,2003-04-29
1639792,71,1,2003-05-25
1639792,72,1,2002-06-20
1639792,75,1,2002-08-08
1639792,77,1,2002-03-14
1639792,78,1,2002-04-03
1639792,80,1,2003-04-03
1639792,81,3,2002-08-20
1639792,83,3,2002-03-30
1639792,84,1,2002-12-06
1639792,86,1,2002-09-05
1639792,88,1,2004-05-01
1639792,89,1,2002-03-14
1639792,90,1,2002-04-03
1639792,94,1,2003-02-12
1639792,95,1,2002-03-30
1639792,96,1,2002-03-30
1639792,97,1,2003-04-29
1639792,99,1,2002-04-10
1639792,100,1,2002-04-10
1639792,101,1,2002-08-08
1639792,104,1,2002-06-02
1639792,107,2,2002-04-14
1639792,109,1,2002-04-06
1639792,110,1,2002-08-14
1639792,112,1,2003-02-12
1639792,114,1,2002-08-23
1639792,115,1,2004-04-29
1639792,117,1,2003-04-29
1639792,118,1,2002-09-19
1639792,119,1,2002-04-10
1639792,122,1,2003-04-13
1639792,124,1,2002-04-24
1639792,127,1,2002-05-02
1639792,129,1,2003-04-13
1639792,131,1,2002-03-30
1639792,132,1,2002-07-31
1639792,134,1,2002-05-16
1639792,137,1,2003-04-29
1639792,139,1,2002-03-30
1639792,142,1,2002-04-05
1639792,143,1,2002-03-30
1639792,144,1,2002-04-05
1639792,145,1,2003-05-25
1639792,146,1,2002-09-15
1639792,147,1,2002-12-02
1639792,148,1,2002-03-30
1639792,150,1,2002-04-03
1639792,152,1,2002-04-24
1639792,153,1,2002-12-02
1639792,156,3,2002-03-30
1639792,157,1,2004-09-02
1639792,160,1,2004-04-28
1639792,165,1,2002-08-20
1639792,166,2,2003-05-31
1639792,171,1,2003-04-03
1639792,173,1,2002-05-02
1639792,175,5,2002-03-14
1639792,177,1,2002-12-02
1639792,178,1,2003-08-31
1639792,180,1,2003-05-12
1639792,182,1,2002-10-15
1639792,185,1,2002-10-15
1639792,187,2,2003-04-13
1639792,189,2,2002-05-02
1639792,190,1,2002-05-31
1639792,191,2,2004-12-25
1639792,194,1,2004-05-02
1639792,196,1,2002-09-05
1639792,198,1,2002-04-10
1639792,199,5,2002-03-14
1639792,201,1,2003-08-13
1639792,202,1,2002-10-15
1639792,203,1,2003-04-01
1639792,207,1,2002-12-11
1639792,208,1,2002-03-30
1639792,210,1,2003-08-07
1639792,212,1,2003-04-01
1639792,214,1,2003-04-01
1639792,216,1,2002-07-09
1639792,219,1,2002-04-03
1639792,220,1,2004-05-02
1639792,222,1,2002-04-11
1639792,224,1,2003-05-12
1639792,226,1,2002-04-09
1639792,227,1,2002-12-02
1639792,232,3,2002-08-31
1639792,233,1,2002-05-12
1639792,234,1,2002-09-06
1639792,236,1,2002-04-10
1639792,238,1,2002-10-16
1639792,241,3,2002-03-14
1639792,245,1,2002-03-30
1639792,248,1,2004-02-16
1639792,251,1,2003-05-12
1639792,252,1,2002-12-10
1639792,255,1,2002-03-30
1639792,256,3,2002-03-14
1639792,257,1,2002-04-24
1639792,258,1,2003-04-29
1639792,260,1,2002-04-16
1639792,265,1,2003-04-29
1639792,269,3,2002-03-30
1639792,270,3,2004-05-02
1639792,271,1,2002-04-28
1639792,274,1,2003-04-01
1639792,275,1,2003-06-24
1639792,276,1,2002-04-28
1639792,278,1,2002-09-10
1639792,280,1,2002-04-03
1639792,281,1,2003-08-07
1639792,283,1,2002-10-16
1639792,285,2,2002-03-30
1639792,287,1,2002-08-06
1639792,289,2,2002-03-18
1639792,291,1,2003-06-08
1639792,295,1,2002-08-23
1639792,296,1,2002-04-09
1639792,299,4,2002-03-14
1639792,300,1,2002-04-05
1639792,302,1,2003-05-31
1639792,303,3,2004-02-16
1639792,304,1,2004-05-02
1639792,308,1,2002-06-28
1639792,310,1,2002-06-26
1639792,312,3,2002-03-14
1639792,313,1,2002-03-14
1639792,318,1,2002-04-24
1639792,320,1,2002-05-14
1639792,323,1,2002-07-18
1639792,324,1,2002-05-02
1639792,327,1,2002-05-02
1639792,328,1,2002-08-21
1639792,329,1,2002-03-14
1639792,330,1,2002-09-15
1639792,331,1,2002-03-14
1639792,332,1,2002-10-15
1639792,335,1,2003-07-18
1639792,337,3,2002-05-02
1639792,342,1,2004-05-03
1639792,344,1,2002-07-31
1639792,347,1,2002-04-05
1639792,348,3,2002-03-14
1639792,349,1,2002-07-31
1639792,352,1,2002-04-10
1639792,355,1,2002-06-19
1639792,357,3,2004-12-25
1639792,358,1,2002-10-15
1639792,362,1,2002-03-14
1639792,365,1,2003-06-08
1639792,367,1,2003-08-07
1639792,368,1,2003-08-31
1639792,369,1,2002-07-03
1639792,370,1,2002-04-03
1639792,372,1,2003-04-03
1639792,373,1,2002-08-31
1639792,376,1,2004-05-02
1639792,377,1,2004-05-02
1639792,380,1,2003-06-04
1639792,381,1,2002-04-24
1639792,383,1,2002-04-16
1639792,386,1,2002-03-15
1639792,387,1,2002-05-22
1639792,388,1,2002-04-02
1639792,390,1,2002-09-19
1639792,393,2,2002-03-18
1639792,394,1,2002-05-22
1639792,398,1,2002-12-03
1639792,399,1,2002-09-19
1639792,400,1,2003-04-29
1639792,403,1,2002-04-06
1639792,404,1,2003-07-02
1639792,405,1,2003-07-31
1639792,407,1,2002-12-24
1639792,410,1,2002-12-02
1639792,411,1,2002-05-02
1639792,412,1,2002-04-08
1639792,413,1,2002-07-18
1639792,414,1,2002-04-03
1639792,415,1,2002-12-02
1639792,420,1,2002-03-14
1639792,422,1,2002-03-18
1639792,423,1,2002-04-03
1639792,425,1,2004-02-16
1639792,426,1,2002-03-30
1639792,427,1,2002-05-22
1639792,429,1,2002-05-02
1639792,431,1,2004-02-16
1639792,432,1,2002-07-15
1639792,433,1,2002-08-06
1639792,435,1,2002-04-16
1639792,438,1,2002-07-18
1639792,442,4,2002-03-15
1639792,443,1,2003-07-31
1639792,445,2,2002-03-30
1639792,446,1,2002-04-04
1639792,448,1,2003-08-31
1639792,456,2,2002-03-18
1639792,459,3,2004-12-25
1639792,460,1,2003-06-10
1639792,461,1,2002-07-24
1639792,463,1,2002-03-30
1639792,464,1,2002-04-03
1639792,465,1,2003-04-01
1639792,467,1,2002-05-12
1639792,469,1,2002-05-22
1639792,470,1,2002-06-20
1639792,472,1,2002-05-11
1639792,474,1,2002-03-30
1639792,475,1,2002-08-31
1639792,477,1,2002-09-10
1639792,478,1,2004-04-29
1639792,479,1,2003-04-01
1639792,480,1,2002-08-01
1639792,481,3,2003-04-01
1639792,483,3,2002-10-15
1639792,485,1,2004-05-03
1639792,486,1,2003-04-01
1639792,488,1,2003-05-31
1639792,489,1,2002-12-03
1639792,490,1,2002-03-22
1639792,492,1,2002-03-30
1639792,493,1,2002-07-31
1639792,495,1,2002-03-30
1639792,499,1,2002-04-03
1639792,501,4,2002-03-14
1639792,504,1,2002-03-30
1639792,505,1,2002-04-18
1639792,507,1,2003-05-12
1639792,508,1,2002-07-30
1639792,511,1,2003-05-25
1639792,513,1,2002-06-06
1639792,516,3,2004-02-16
1639792,517,1,2002-03-14
1639792,518,4,2005-01-23
1639792,519,1,2002-12-02
1639792,521,1,2002-03-30
1639792,522,1,2003-01-10
1639792,525,1,2002-12-02
1639792,529,1,2003-05-25
1639792,531,1,2003-08-31
1639792,533,2,2003-07-18
1639792,534,3,2002-04-03
1639792,536,1,2003-04-01
1639792,541,1,2002-08-23
1639792,542,1,2002-04-10
1639792,543,1,2002-04-10
1639792,545,1,2003-06-10
1639792,548,1,2002-03-15
1639792,549,1,2002-04-10
1639792,550,2,2002-03-30
1639792,551,1,2002-03-30
1639792,552,1,2002-04-03
1639792,553,1,2002-04-03
1639792,554,1,2003-06-08
1639792,555,1,2003-01-01
1639792,556,1,2002-04-06
1639792,557,1,2002-05-02
1639792,561,1,2003-06-12
1639792,563,1,2002-08-14
1639792,564,1,2003-02-12
1639792,566,1,2003-01-10
1639792,568,1,2002-10-15
1639792,569,1,2003-05-12
1639792,570,1,2002-12-02
1639792,571,3,2002-04-18
1639792,572,1,2002-09-06
1639792,573,1,2002-12-02
1639792,577,1,2002-04-15
1639792,578,1,2002-03-30
1639792,582,2,2002-03-15
1639792,584,1,2002-04-03
1639792,587,1,2003-04-29
1639792,588,1,2002-03-30
1639792,589,1,2002-08-06
1639792,590,1,2003-08-31
1639792,592,1,2002-04-09
1639792,593,1,2003-02-12
1639792,594,1,2003-05-25
1639792,596,1,2002-04-04
1639792,597,1,2002-04-10
1639792,598,1,2002-04-03
1639792,599,2,2002-03-14
1639792,600,3,2003-07-12
1639792,601,1,2003-06-08
1639792,602,1,2002-04-03
1639792,603,1,2003-08-16
1639792,605,1,2003-06-12
1639792,606,1,2002-03-30
1639792,607,3,2002-04-10
1639792,610,1,2002-03-30
1639792,612,1,2003-05-25
1639792,613,1,2004-04-30
1639792,622,1,2003-02-12
1639792,623,1,2002-07-31
1639792,627,1,2003-05-31
1639792,630,1,2003-08-16
1639792,632,1,2002-04-05
1639792,633,1,2003-04-01
1639792,635,1,2002-06-26
1639792,636,1,2002-05-22
1639792,637,1,2003-06-04
1639792,638,1,2002-04-03
1639792,640,1,2002-04-04
1639792,643,1,2002-12-11
1639792,644,1,2002-04-24
1639792,649,1,2002-08-06
1639792,650,1,2003-02-12
1639792,651,1,2002-07-18
1639792,653,1,2002-04-03
1639792,654,1,2002-04-09
1639792,658,3,2003-06-04
1639792,659,1,2002-09-19
1639792,660,4,2002-12-06
1639792,661,1,2003-06-18
1639792,662,2,2002-03-14
1639792,664,1,2002-06-02
1639792,666,1,2003-04-01
1639792,669,1,2002-04-10
1639792,670,1,2004-02-16
1639792,671,1,2002-05-02
1639792,672,1,2002-03-26
1639792,674,1,2002-12-17
1639792,676,1,2002-03-15
1639792,677,1,2002-08-20
1639792,679,1,2003-08-16
1639792,680,1,2003-08-07
1639792,682,1,2002-03-15
1639792,683,1,2002-04-06
1639792,684,1,2002-04-10
1639792,685,1,2002-12-02
1639792,686,2,2002-03-14
1639792,689,1,2002-03-14
1639792,691,1,2002-07-15
1639792,692,1,2002-12-02
1639792,693,1,2002-05-24
1639792,694,1,2002-04-28
1639792,696,1,2002-04-18
1639792,697,1,2003-07-26
1639792,698,1,2003-04-01
1639792,700,1,2002-07-23
1639792,705,3,2002-10-15
1639792,708,2,2002-03-14
1639792,709,1,2003-04-03
1639792,711,1,2002-04-24
1639792,714,1,2002-04-05
1639792,719,1,2002-04-18
1639792,721,1,2003-07-31
1639792,723,1,2003-07-02
1639792,724,1,2004-05-02
1639792,726,1,2003-08-19
1639792,727,1,2003-06-24
1639792,729,1,2002-12-02
1639792,730,3,2002-12-06
1639792,731,1,2002-08-14
1639792,734,3,2002-08-20
1639792,735,1,2003-04-29
1639792,736,1,2002-07-20
1639792,739,1,2002-12-02
1639792,740,1,2003-05-31
1639792,741,1,2003-05-31
1639792,744,1,2002-06-26
1639792,745,1,2002-09-05
1639792,746,1,2002-10-15
1639792,749,1,2002-08-31
1639792,751,1,2002-05-14
1639792,752,4,2004-04-29
1639792,754,2,2002-05-11
1639792,755,1,2003-05-25
1639792,756,1,2002-04-10
1639792,759,2,2002-07-15
1639792,763,5,2002-03-14
1639792,766,1,2002-04-10
1639792,768,1,2003-02-18
1639792,771,1,2002-04-03
1639792,772,1,2002-05-02
1639792,775,1,2002-04-10
1639792,776,1,2002-04-03
1639792,779,1,2002-04-05
1639792,782,1,2002-06-26
1639792,783,3,2002-03-15
1639792,785,1,2002-10-15
1639792,786,1,2002-10-15
1639792,787,1,2003-04-01
1639792,788,1,2002-03-14
1639792,789,4,2002-03-14
1639792,790,1,2002-04-24
1639792,791,1,2002-04-16
1639792,794,1,2003-05-31
1639792,795,1,2002-04-10
1639792,796,1,2002-06-30
1639792,797,2,2002-03-15
1639792,798,4,2002-03-14
1639792,800,1,2002-05-11
1639792,803,1,2002-12-02
1639792,807,1,2003-07-18
1639792,808,1,2002-08-06
1639792,811,2,2002-04-24
1639792,813,1,2002-05-11
1639792,814,1,2002-06-26
1639792,815,1,2002-08-20
1639792,816,1,2003-08-31
1639792,817,1,2002-03-30
1639792,818,1,2002-10-16
1639792,819,1,2002-03-14
1639792,827,1,2002-07-09
1639792,828,1,2003-04-29
1639792,829,1,2002-10-15
1639792,830,1,2003-04-29
1639792,831,2,2002-03-15
1639792,833,1,2002-06-26
1639792,834,1,2002-04-03
1639792,835,1,2002-04-05
1639792,840,1,2002-12-02
1639792,842,1,2002-05-02
1639792,843,1,2002-03-14
1639792,848,1,2002-10-16
1639792,849,3,2002-03-22
1639792,852,1,2002-08-31
1639792,853,1,2002-12-06
1639792,854,1,2003-08-13
1639792,855,1,2002-04-14
1639792,856,1,2002-04-05
1639792,857,1,2003-05-12
1639792,858,1,2002-03-30
1639792,859,1,2002-04-24
1639792,860,1,2003-07-12
1639792,868,1,2002-08-28
1639792,869,1,2002-06-06
1639792,871,4,2004-05-01
1639792,872,5,2002-07-16
1639792,875,1,2002-04-14
1639792,877,1,2002-07-18
1639792,878,1,2002-04-10
1639792,880,1,2002-08-06
1639792,881,1,2003-01-01
1639792,882,1,2002-10-15
1639792,883,1,2003-01-01
1639792,884,1,2003-04-01
1639792,888,1,2002-03-30
1639792,891,1,2003-07-26
1639792,894,1,2002-03-14
1639792,896,1,2002-04-18
1639792,898,1,2002-04-03
1639792,911,1,2003-02-12
1639792,912,1,2002-12-11
1639792,913,1,2003-07-18
1639792,914,1,2002-06-06
1639792,918,1,2003-05-31
1639792,919,1,2003-07-26
1639792,920,1,2003-06-10
1639792,921,1,2002-04-03
1639792,925,1,2002-12-03
1639792,926,1,2002-04-24
1639792,928,1,2002-04-28
1639792,931,1,2002-04-03
1639792,934,1,2002-05-11
1639792,937,1,2002-10-16
1639792,938,1,2003-04-03
1639792,940,1,2002-03-30
1639792,941,1,2002-04-10
1639792,942,1,2002-05-22
1639792,944,1,2002-04-03
1639792,945,1,2003-04-29
1639792,950,1,2002-04-05
1639792,951,1,2002-04-10
1639792,953,3,2002-03-14
1639792,954,1,2004-02-16
1639792,955,1,2002-08-23
1639792,956,1,2002-03-15
1639792,959,1,2002-08-01
1639792,960,1,2003-05-31
1639792,961,2,2002-03-15
1639792,962,2,2003-05-12
1639792,963,4,2002-03-14
1639792,964,1,2004-02-16
1639792,965,1,2002-12-02
1639792,966,1,2002-12-02
1639792,969,1,2003-05-25
1639792,973,1,2003-01-10
1639792,975,1,2002-04-10
1639792,977,1,2002-04-14
1639792,978,1,2002-05-14
1639792,979,1,2002-04-03
1639792,982,1,2003-02-12
1639792,983,1,2002-04-16
1639792,984,1,2002-04-03
1639792,985,1,2002-03-14
1639792,986,1,2004-02-16
1639792,988,1,2003-05-12
1639792,990,1,2002-07-03
1639792,991,1,2002-10-16
1639792,992,1,2002-04-24
1639792,993,1,2002-06-27
1639792,994,3,2002-08-01
1639792,996,5,2002-12-17
1639792,999,1,2002-05-02
1639792,1003,1,2002-04-10
1639792,1011,1,2002-03-15
1639792,1012,1,2002-12-02
1639792,1016,1,2002-04-10
1639792,1020,5,2004-02-16
1639792,1022,4,2002-05-12
1639792,1023,1,2002-04-03
1639792,1024,1,2002-05-11
1639792,1026,1,2002-05-22
1639792,1027,3,2002-04-18
1639792,1029,1,2002-10-15
1639792,1030,1,2002-04-03
1639792,1031,1,2002-12-02
1639792,1033,1,2002-08-01
1639792,1034,1,2002-04-28
1639792,1035,2,2002-03-30
1639792,1036,1,2002-07-23
1639792,1039,1,2002-05-02
1639792,1041,1,2002-03-14
1639792,1042,1,2002-05-12
1639792,1043,2,2002-03-14
1639792,1044,1,2002-08-31
1639792,1047,1,2002-04-12
1639792,1048,1,2002-04-03
1639792,1049,1,2002-03-31
1639792,1050,1,2002-03-14
1639792,1053,1,2002-04-05
1639792,1054,1,2002-04-05
1639792,1055,1,2003-06-13
1639792,1056,1,2003-05-12
1639792,1058,3,2002-03-30
1639792,1063,1,2002-04-03
1639792,1064,1,2004-05-02
1639792,1066,3,2002-03-14
1639792,1067,1,2002-10-15
1639792,1068,1,2003-07-31
1639792,1070,1,2002-05-02
1639792,1071,1,2002-04-10
1639792,1075,4,2002-05-02
1639792,1078,1,2002-04-05
1639792,1079,1,2003-06-10
1639792,1080,3,2003-04-13
1639792,1082,1,2002-04-05
1639792,1083,1,2002-08-21
1639792,1084,1,2004-04-29
1639792,1087,1,2002-08-31
1639792,1088,1,2004-05-02
1639792,1089,1,2002-05-02
1639792,1091,1,2003-04-01
1639792,1093,1,2002-04-10
1639792,1094,1,2003-08-07
1639792,1096,1,2002-03-14
1639792,1099,1,2002-05-11
1639792,1100,1,2002-03-15
1639792,1101,1,2002-04-12
1639792,1102,3,2002-07-09
1639792,1103,1,2002-07-18
1639792,1104,1,2002-03-22
1639792,1108,1,2002-05-16
1639792,1110,1,2004-12-25
1639792,1111,3,2002-12-24
1639792,1113,1,2004-04-29
1639792,1115,1,2002-06-26
1639792,1116,1,2002-03-14
1639792,1117,1,2002-07-18
1639792,1118,1,2004-04-28
1639792,1120,1,2003-04-01
1639792,1121,1,2002-04-03
1639792,1122,1,2002-08-21
1639792,1123,1,2002-12-02
1639792,1124,1,2002-04-03
1639792,1125,1,2002-03-30
1639792,1128,1,2003-04-01
1639792,1130,1,2002-04-02
1639792,1131,1,2003-06-18
1639792,1132,2,2002-09-19
1639792,1140,1,2002-04-18
1639792,1142,3,2003-04-29
1639792,1143,1,2002-04-03
1639792,1144,2,2002-03-26
1639792,1145,1,2002-03-14
1639792,1146,1,2002-04-03
1639792,1149,1,2003-08-31
1639792,1151,1,2002-03-15
1639792,1153,1,2002-04-03
1639792,1154,1,2002-07-18
1639792,1157,1,2002-05-24
1639792,1160,1,2002-03-14
1639792,1163,3,2002-03-14
1639792,1164,1,2002-04-10
1639792,1165,1,2002-04-03
1639792,1166,1,2002-04-03
1639792,1167,1,2002-04-06
1639792,1170,1,2002-05-31
1639792,1172,3,2002-05-31
1639792,1173,1,2003-08-16
1639792,1174,1,2002-03-14
1639792,1175,1,2002-07-23
1639792,1176,1,2002-07-11
1639792,1179,1,2002-04-03
1639792,1180,1,2002-12-02
1639792,1183,1,2002-04-16
1639792,1185,1,2002-04-10
1639792,1186,1,2002-03-15
1639792,1187,1,2002-05-02
1639792,1188,1,2003-06-04
1639792,1189,1,2002-07-31
1639792,1191,1,2002-04-24
